supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand,is_truncated,original_name,supermarket_brand,tier_type,tier_keyword,known_brand,pack_quantity,pack_pattern,unit_value,unit_type,abv_percentage,unit_inferred,attributes_types,attributes_keywords,descriptors,core_product_name,normalized_name,product_idx,known_brand_clean,product_type,has_unit,has_pack,cat_norm,cluster_size,cluster_id,match_type,avg_pairwise_score
ASDA,2.85,14.25,kg,Violife Original Flavour Slices Vegan Alternative to Cheese 200g,20240321,fresh_food,False,False,Violife Original Flavour Slices Vegan Alternative to Cheese 200g,,,,Violife,,,200.0,g,,False,diet,vegan,,Original Flavour Slices Alternative to Cheese,violife original flavor slices alternative to cheese,15856,Violife,branded,True,False,fresh_food,4,11967,branded,0.0
Morrisons,2.0,10.0,kg,Violife Original Flavour Grated Vegan Alternative to Cheese,20240306,free-from,False,False,Violife Original Flavour Grated Vegan Alternative to Cheese,,,,Violife,,,200.0,g,,True,diet,vegan,{'form': ['grated']},Original Flavour Grated Alternative to Cheese,violife original flavor grated alternative to cheese,30256,Violife,branded,True,False,free_from,4,11967,branded,0.0
Sains,2.75,13.75,kg,Violife Creamy Original Flavour Vegan Alternative To Cheese 200g,20240413,food_cupboard,False,False,Violife Creamy Original Flavour Vegan Alternative To Cheese 200g,,,,Violife,,,200.0,g,,False,diet,vegan,{'texture': ['creamy']},Creamy Original Flavour Alternative To Cheese,violife creamy original flavor alternative to cheese,35517,Violife,branded,True,False,food_cupboard,4,11967,branded,0.0
Tesco,2.0,10.0,kg,Free From Violife Cream Cheese Alternative 200G,20240413,fresh_food,False,False,Free From Violife Cream Cheese Alternative 200G,,,,Violife,,,200.0,g,,False,free_from,free from,,Cream Cheese Alternative,violife cream cheese alternative,56991,Violife,branded,True,False,fresh_food,4,11967,branded,0.0
ASDA,2.1,16.2,kg,Kenco Latte Instant Coffee Sachets,20240413,drinks,False,False,Kenco Latte Instant Coffee Sachets,,,,Kenco,,,130.0,g,,True,,,,Latte Instant Coffee Sachets,kenco latte instant coffee sachets,300,Kenco,branded,True,False,drinks,4,12229,branded,0.0
Morrisons,1.89,14.5,kg,Kenco Latte Instant Coffee Sachets,20240413,food_cupboard,False,False,Kenco Latte Instant Coffee Sachets,,,,Kenco,,,130.0,g,,True,,,,Latte Instant Coffee Sachets,kenco latte instant coffee sachets,20403,Kenco,branded,True,False,food_cupboard,4,12229,branded,0.0
Sains,1.9,14.6,kg,Kenco Latte Instant Coffee Sachets 130.4g,20240413,food_cupboard,False,False,Kenco Latte Instant Coffee Sachets 130.4g,,,,Kenco,,,130.4,g,,False,,,,Latte Instant Coffee Sachets,kenco latte instant coffee sachets,32042,Kenco,branded,True,False,food_cupboard,4,12229,branded,0.0
Tesco,1.9,14.6,kg,Kenco Original Latte Instant Coffee 8 X 16.3G,20240413,drinks,False,False,Kenco Original Latte Instant Coffee 8 X 16.3G,,,,Kenco,8.0,count_x_size,130.4,g,,False,,,,Original Latte Instant Coffee,kenco original latte instant coffee,55132,Kenco,branded,True,True,drinks,4,12229,branded,0.0
ASDA,2.7,45.0,kg,Kinder Surprise Eggs 3x,20240413,food_cupboard,False,False,Kinder Surprise Eggs 3x,,,,Kinder Surprise,,,60.0,g,,True,,,,Eggs 3x,kinder surprise eggs 3x,12721,Kinder Surprise,branded,True,False,food_cupboard,4,12380,branded,0.0
Morrisons,2.0,33.3,kg,Kinder Surprise Multipack,20240413,food_cupboard,False,False,Kinder Surprise Multipack,,,,Kinder Surprise,,,60.0,g,,True,,,{'packaging': ['multipack']},Multipack,kinder surprise multipack,27097,Kinder Surprise,branded,True,False,food_cupboard,4,12380,branded,0.0
Sains,2.4,40.0,kg,Kinder Surprise Eggs 3x20,20240413,food_cupboard,False,False,Kinder Surprise Eggs 3x20,,,,Kinder Surprise,,,60.0,g,,True,,,,Eggs 3x20,kinder surprise eggs 3x20,33132,Kinder Surprise,branded,True,False,food_cupboard,4,12380,branded,0.0
Tesco,2.05,34.2,kg,Kinder Surprise Egg 3 X 20G,20240413,food_cupboard,False,False,Kinder Surprise Egg 3 X 20G,,,,Kinder Surprise,3.0,count_x_size,60.0,g,,False,,,,Egg,kinder surprise egg,59393,Kinder Surprise,branded,True,True,food_cupboard,4,12380,branded,0.0
Sains,3.8,3.8,kg,Doves Farm Wholemeal Buckwheat Flour 1kg,20240413,food_cupboard,False,False,Doves Farm Wholemeal Buckwheat Flour 1kg,,,,Doves Farm,,,1000.0,g,,False,,,{'bakery_type': ['wholemeal']},Wholemeal Buckwheat Flour,doves farm wholemeal buckwheat flour,35045,Doves Farm,branded,True,False,food_cupboard,2,12619,branded,0.0
Tesco,3.8,3.8,kg,Doves Farm Organic Wholemeal 1Kg Buckwheat Flour,20240413,food_cupboard,False,False,Doves Farm Organic Wholemeal 1Kg Buckwheat Flour,,,,Doves Farm,,,1000.0,g,,False,organic,organic,{'bakery_type': ['wholemeal']},Wholemeal Buckwheat Flour,doves farm wholemeal buckwheat flour,59590,Doves Farm,branded,True,False,food_cupboard,2,12619,branded,0.0
Sains,16.0,50.0,kg,Lindt Master Chocolatier Collection 320g,20240413,food_cupboard,False,False,Lindt Master Chocolatier Collection 320g,,,,Lindt,,,320.0,g,,False,,,,Master Chocolatier Collection,lindt master chocolatier collection,36005,Lindt,branded,True,False,food_cupboard,2,12750,branded,0.0
Tesco,15.5,48.4,kg,Lindt Master Chocolatier Collection 320G,20240413,food_cupboard,False,False,Lindt Master Chocolatier Collection 320G,,,,Lindt,,,320.0,g,,False,,,,Master Chocolatier Collection,lindt master chocolatier collection,60267,Lindt,branded,True,False,food_cupboard,2,12750,branded,0.0
Sains,1.5,16.7,kg,Fruit Bowl Yummy Yogurt Fruit Goals 5x18g,20240413,food_cupboard,False,False,Fruit Bowl Yummy Yogurt Fruit Goals 5x18g,,,,,5.0,count_x_size,90.0,g,,False,,,,Fruit Bowl Yummy Yogurt Fruit Goals,fruit bowl yummy yogurt fruit goals,38242,,unbranded,True,True,food_cupboard,2,12997,unbranded,0.0
Tesco,2.25,25.0,kg,Fruit Bowl Yogurt Fruit Goals 5x18g,20240413,food_cupboard,False,False,Fruit Bowl Yogurt Fruit Goals 5x18g,,,,,5.0,count_x_size,90.0,g,,False,,,,Fruit Bowl Yogurt Fruit Goals,fruit bowl yogurt fruit goals,58901,,unbranded,True,True,food_cupboard,2,12997,unbranded,0.0
Sains,1.5,3.75,kg,Sainsbury's Echalion Shallots 400g,20240413,fresh_food,True,False,Sainsbury's Echalion Shallots 400g,Sainsbury's,standard,,,,,400.0,g,,False,,,,Echalion Shallots,echalion shallots,43463,,own_brand,True,False,fresh_food,2,13600,own_brand,0.0
Tesco,1.5,3.75,kg,Tesco Finest Echalion Shallots 400G,20240413,fresh_food,True,False,Tesco Finest Echalion Shallots 400G,Tesco Finest,premium,Finest,,,,400.0,g,,False,,,,Echalion Shallots,echalion shallots,59550,,own_brand,True,False,fresh_food,2,13600,own_brand,0.0
Sains,4.5,10.0,kg,Wasabi Chicken Katsu Yakisoba 450g,20240413,fresh_food,False,False,Wasabi Chicken Katsu Yakisoba 450g,,,,Wasabi,,,450.0,g,,False,,,,Chicken Katsu Yakisoba,wasabi chicken katsu yakisoba,44743,Wasabi,branded,True,False,fresh_food,2,13760,branded,0.0
Tesco,4.0,8.89,kg,Wasabi Chicken Katsu Yakisoba 450G,20240413,fresh_food,False,False,Wasabi Chicken Katsu Yakisoba 450G,,,,Wasabi,,,450.0,g,,False,,,,Chicken Katsu Yakisoba,wasabi chicken katsu yakisoba,56162,Wasabi,branded,True,False,fresh_food,2,13760,branded,0.0
ASDA,2.95,23.2,kg,The Jolly Hog Soft Set Yolk Scotch Egg,20240413,fresh_food,False,False,The Jolly Hog Soft Set Yolk Scotch Egg,,,,,,,125.0,g,,True,,,{'texture': ['soft']},The Jolly Hog Soft Set Yolk Scotch Egg,the jolly hog soft set yolk scotch egg,14289,,unbranded,True,False,fresh_food,3,13777,unbranded,0.0
Sains,2.95,24.6,kg,The Jolly Hog Scotch Egg 120g,20240413,fresh_food,False,False,The Jolly Hog Scotch Egg 120g,,,,,,,120.0,g,,False,,,,The Jolly Hog Scotch Egg,the jolly hog scotch egg,44849,,unbranded,True,False,fresh_food,3,13777,unbranded,0.0
Tesco,3.5,35.0,kg,The Jolly Hog Outdoor Bred Roasted Ham 100G,20240413,fresh_food,False,False,The Jolly Hog Outdoor Bred Roasted Ham 100G,,,,,,,100.0,g,,False,,,{'cooking_method': ['roasted']},The Jolly Hog Outdoor Bred Roasted Ham,the jolly hog outdoor bred roasted ham,59423,,unbranded,True,False,fresh_food,3,13777,unbranded,0.0
